id,name,senior_author,any_author
2989,Connecticut Agricultural Experiment Station,6,8
3694,University of Kelaniya,6,8
3215,National University of Mar del Plata,6,8
2394,Jamia Millia Islamia,6,7
6236,Strand Life Sciences (India),6,7
1152,Bernstein Center for Computational Neuroscience Munich,6,7
4050,Insigneo,6,6
6438,University of Nagasaki,6,6
3567,Aarhus University Hospital,5,54
3805,Turku University Hospital,5,52
3857,Medical University of Graz,5,51
4779,Friedrich Miescher Institute,5,44
28,Semmelweis University,5,43
4842,La Jolla Institute For Allergy & Immunology,5,41
108,Nationwide Children's Hospital,5,40
3257,University Hospital Heidelberg,5,39
3819,Helmholtz Centre for Environmental Research,5,35
294,French National Institute for Agricultural Research,5,34
1088,National Institute of Neurological Disorders and Stroke,5,34
2143,Kenya Medical Research Institute,5,34
4391,McGill University Health Centre,5,33
1419,University of Bari Aldo Moro,5,32
2114,McLean Hospital,5,31
5100,Max Planck Institute for the Physics of Complex Systems,5,31
5433,Vavilov Institute of General Genetics,5,31
5514,Institute for Information Transmission Problems,5,29
4891,National University of Ireland,5,28
5041,Max Planck Institute for Molecular Plant Physiology,5,27
847,Assistance Publique -Hopitaux De Paris,5,27
5022,FIRC Institute of Molecular Oncology,5,27
742,National Research Council Canada,5,26
4257,Neurological Surgery,5,25
3759,University of Perugia,5,25
10,Monterrey Institute of Technology and Higher Education,5,25
5170,Oregon National Primate Research Center,5,24
4231,Max Planck Institute of Biophysics,5,24
75,Max Planck Institute for Dynamics and Self Organization,5,24
1155,École Polytechnique,5,24
5373,Field Museum of Natural History,5,24
5285,Laboratory of Molecular Genetics,5,23
4858,Seattle Children's Hospital,5,23
3811,Kyung Hee University,5,23
882,Louisiana Department of Natural Resources,5,23
2387,Rudjer Boskovic Institute,5,23
943,Centre Hospitalier Universitaire de Québec,5,22
149,Academy of Sciences of the Czech Republic,5,22
3764,Fujita Health University,5,21
2185,Uniwersytecki Szpital Dziecięcy,5,21
2177,Children's Hospital of Pittsburgh,5,21
2494,Instituto Politécnico Nacional,5,20
226,Computational Sciences (United States),5,20
4478,International Rice Research Institute,5,20
5476,Mater Research,5,20
2947,Comenius University,5,20
3153,University of Debrecen,5,20
5826,Institute for Cognitive Science,5,20
4931,International Agency For Research On Cancer,5,20
1764,Niigata University,5,20
1914,Cancer Research Institute,5,20
118,University of Tehran,5,19
1664,Colorado School of Public Health,5,19
5563,University of Nantes,5,19
1095,Max Planck Institute for Medical Research,5,19
3103,Czech University of Life Sciences Prague,5,19
4377,University of South Bohemia in České Budějovice,5,18
2488,Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas,5,18
6185,"Mental Illness Research, Education and Clinical Centers",5,18
3753,University of Denver,5,18
3872,Leibniz Institute of Freshwater Ecology and Inland Fisheries,5,18
4428,Luther University,5,18
5624,Wellcome Centre for Molecular Parasitology,5,17
439,University of Alaska Fairbanks,5,17
918,Translational Research Institute,5,17
1053,Baylor University,5,17
5742,MRC Protein Phosphorylation and Ubiquitylation Unit,5,17
1574,Middle East Technical University,5,17
2637,Children's Hospital of Orange County,5,17
405,German Center for Lung Research,5,16
2401,Royal Marsden NHS Foundation Trust,5,16
750,Universidade Federal de Santa Catarina,5,16
3845,National Institute of Agricultural Botany,5,16
6633,Montreal Neurological Institute and Hospital,5,16
833,University of Ulsan,5,16
1774,Brazilian Center for Research in Energy and Materials,5,15
3609,Bristol-Myers Squibb (India),5,15
2498,CIUDAD,5,15
5578,Rowland Institute at Harvard,5,15
2707,University of Santiago Chile,5,15
972,Bahir Dar University,5,15
2826,François Rabelais University,5,15
590,Anhui Medical University,5,14
4819,Jiangnan University,5,14
1231,Yunnan University,5,14
2160,Universidad Mayor,5,14
3808,Mansoura University,5,14
2249,Chiang Mai University,5,14
5151,Dublin City University,5,14
2538,Informatica (South Korea),5,14
3336,Hong Kong Polytechnic University,5,14
2039,de Duve Institute,5,14
4044,University of Stuttgart,5,14
285,Africa Health Research Institute,5,13
437,Alaska Fisheries Science Center,5,13
767,Centre of Excellence in Cognition and its Disorders,5,13
1680,Universiti of Malaysia Sabah,5,13
1815,University of Northern British Columbia,5,13
2190,Cognitive Research (United States),5,13
5775,Kurchatov Institute,5,13
2885,Shanghai Ocean University,5,13
3304,University of Gdańsk,5,13
4996,Imec,5,13
4013,University of L'Aquila,5,13
4141,University of Pecs,5,13
1345,Fundación Instituto Leloir,5,12
4440,Shanghai University of Traditional Chinese Medicine,5,12
4596,MTA Centre for Ecological Research,5,12
547,University of Burgundy,5,12
663,"French Agency for Food, Environmental and Occupational Health & Safety",5,12
5686,Institut de Neurosciences Cognitives et Intégratives d’Aquitaine,5,12
1459,TU Dortmund University,5,12
4796,National Institutes for Quantum and Radiological Science and Technology,5,12
5544,Edith Cowan University,5,12
5327,MRC Epidemiology Unit,5,12
2684,Chonnam National University,5,12
2871,Nihon University,5,12
3745,Jadavpur University,5,11
3449,Villanova University,5,11
722,Desert Research Institute,5,11
5535,Noguchi Memorial Institute for Medical Research,5,11
2528,University of Castile-La Mancha,5,11
2205,Centre for Plant Biotechnology and Genomics,5,11
4301,Korea University of Science and Technology,5,11
5479,Institut du Fer à Moulin,5,11
6095,William S. Middleton Memorial Veterans Hospital,5,11
4857,Jiangsu University,5,11
4376,Tianjin Medical University General Hospital,5,10
3354,Western University of Health Sciences,5,10
278,Chongqing Medical University,5,10
5293,Shriners Hospitals for Children - Erie,5,10
3520,University of Puerto Rico at Río Piedras,5,10
4066,Magee-Womens Research Institute,5,10
2895,Northeast Normal University,5,10
2867,Harbin Medical University,5,10
2821,Institut de Biologie Physico-Chimique,5,10
4589,Translational Therapeutics (United States),5,10
5805,Normandie Université,5,10
2728,Polytechnique Montréal,5,10
5564,Haskins Laboratories,5,10
4873,East Tennessee State University,5,9
2476,Universidade Federal de Sergipe,5,9
5292,Limnological Institute,5,9
806,Institut National de la Recherche Scientifique,5,9
5111,Nanchang University,5,9
1003,Barcelona Graduate School of Mathematics,5,9
4408,Post Graduate Institute of Medical Education and Research,5,9
6461,Unie Geologických Asociací,5,9
2392,University of Agder,5,9
2188,Central European University,5,9
6224,Ural Federal University,5,9
2629,Children’s Health Research Institute,5,9
854,Hawassa University,5,9
3494,Providence College,5,9
3481,James Madison University,5,9
2108,"International Institute of Information Technology, Hyderabad",5,8
601,National Institute of Advanced Studies,5,8
3394,University of Kashmir,5,8
1863,"California State University, Fullerton",5,8
4852,Institut NeuroMyoGène,5,8
3988,University of Bucharest,5,8
4137,Pasteur Institute of Iran,5,8
4923,Hebei Medical University,5,8
4221,Neurosciences Institute,5,8
4121,University of South Alabama,5,8
10433,Maurice Wilkins Centre,5,8
4477,Punjab Agricultural University,5,8
10000,University of Huelva,5,8
365,Agri Food and Biosciences Institute,5,7
3573,African Institute for Mathematical Sciences,5,7
730,Johns Hopkins University Applied Physics Laboratory,5,7
2294,Central University of Himachal Pradesh,5,7
3844,Sylhet Agricultural University,5,7
4645,Wesleyan University,5,7
5620,National University of San Luis,5,7
1333,National Marrow Donor Program,5,7
5350,Institut Européen de Chimie et Biologie,5,7
7275,Guizhou University,5,7
10488,National Institute for Mathematical and Biological Synthesis,5,6
6137,Goa University,5,6
2314,Centre de Recerca Matemàtica,5,6
10729,Swedish e-Science Research Center,5,6
930,Moscow State University of Psychology & Education,5,6
4120,University of Southern Maine,5,6
3271,Tennessee State University,5,6
4209,Sikkim University,5,6
4522,Suffolk University,5,6
5296,Ludwig Boltzmann Institute for Experimental and Clinical Traumatology,5,6
2364,Zoological Survey of India,5,5
5738,Shri Mata Vaishno Devi University,5,5
2960,Indian Institute of Technology Indore,5,5
3948,Cibus,5,5
4765,Stowers Institute for Medical Research,4,58
4799,Pacific Biosciences (United States),4,53
3603,Newport Historical Society,4,51
1315,University of Zagreb,4,48
1750,National Institute on Aging,4,46
4173,University of Mississippi Medical Center,4,46
1070,University Medical Center Groningen,4,39
1280,Peter MacCallum Cancer Centre,4,37
2973,Heidelberg Institute for Theoretical Studies,4,35
2978,University of Verona,4,35
2971,University of Crete,4,34
187,Addenbrooke's Hospital,4,31
254,Royal College of Surgeons in Ireland,4,31
2095,University Medical Center of the Johannes Gutenberg University Mainz,4,29
3312,National Cancer Center,4,29
3553,École Supérieure d'Ingénieurs en Génie Électrique,4,29
3252,University Hospital of Bern,4,28
2967,Eindhoven University of Technology,4,27
4566,Netherlands Institute for Neuroscience,4,27
4881,Neuroscience Research Australia,4,26
2057,CeMM Research Center for Molecular Medicine,4,26
2414,Plymouth University,4,26
4892,Ernst Strüngmann Institute for Neuroscience,4,25
5095,Malawi-Liverpool-Wellcome Trust Clinical Research Programme,4,25
5510,MRC Biostatistics Unit,4,25
2489,Centro de Investigación Biomédica en Red de Epidemiología y Salud Pública,4,25
4036,The University of Texas Rio Grande Valley,4,24
11523,California Earthquake Authority,4,24
4099,University of Trieste,4,24
1257,Korea Research Institute of Bioscience and Biotechnology,4,24
2015,Atomic Energy and Alternative Energies Commission,4,23
4498,James J Peters VA Medical Center,4,23
420,Genoscope,4,23
3541,Ulsan National Institute of Science and Technology,4,23
192,Bansomdejchaopraya Rajabhat University,4,22
5582,Systems Biology Institute,4,22
2359,International Centre for Diarrhoeal Disease Research,4,21
4746,Paul Scherrer Institute,4,21
4163,Mallow General Hospital,4,21
1299,Chang Gung University,4,21
1808,Brunel University London,4,21
4526,University of Graz,4,21
5206,Southwest Fisheries Science Center,4,20
2137,Rigshospitalet,4,20
4803,International Livestock Research Institute,4,20
3214,University of Zaragoza,4,19
2523,Institute for Information Industry,4,19
1173,Bigelow Laboratory For Ocean Sciences,4,19
1552,Centro de Investigaciones Biológicas,4,19
252,Ritsumeikan University,4,19
4910,"National Institute of Biological Sciences, Beijing",4,19
5795,Harry Perkins Institute of Medical Research,4,19
785,King Juan Carlos University,4,18
1262,Kazan Federal University,4,18
3221,University of Oviedo,4,18
3198,University of Córdoba,4,18
5898,Royal Netherlands Academy of Arts and Sciences,4,18
2175,Seoul National University Hospital,4,18
2942,Wildlife Conservation Society,4,17
4889,Kindai University,4,17
3591,Western Washington University,4,17
4539,Hospital of the University of Pennsylvania,4,17
1879,Environment Canada,4,17
4836,"Ragon Institute of MGH, MIT and Harvard",4,16
8208,Princess Máxima Center,4,16
413,Universite De Toulon Et Du Var,4,16
3243,Institut Gustave Roussy,4,16
1443,Milton J. Rubenstein Museum of Science and Technology,4,16
5494,Evolutionary Genomics (United States),4,16
5006,Sandia National Laboratories,4,15
2434,Centre Hospitalier Universitaire de Besançon,4,15
1156,University of Vic,4,15
5724,Mines ParisTech,4,15
2518,International Potato Center,4,15
1115,Chinese PLA General Hospital,4,15
4492,Diakonhjemmet Hospital,4,15
4920,University of Missouri–Kansas City,4,15
5485,Sant'Anna School of Advanced Studies,4,15
872,National Aeronautics and Space Administration,4,15
1709,Sidney Kimmel Comprehensive Cancer Center,4,15
762,ARC Centre of Excellence For Coral Reef Studies,4,14
1513,Hunter College,4,14
3163,DeepMind (United Kingdom),4,14
4924,Nantong University,4,14
4954,Pontifical Catholic University of Rio Grande do Sul,4,14
3641,Mid-Pacific Institute,4,14
5098,Max Planck Institute for Biogeochemistry,4,14
4844,National Health Research Institutes,4,14
4220,National Academy of Sciences of Ukraine,4,14
5193,University of Poitiers,4,13
4754,Manchester Academic Health Science Centre,4,13
4304,Henry Ford Hospital,4,13
381,Zagazig University,4,13
459,Alexandria University,4,13
9158,Jülich Aachen Research Alliance,4,13
958,Babeș-Bolyai University,4,13
1253,Hofstra University,4,13
1271,Gwangju Institute of Science and Technology,4,13
6645,Laboratoire Jean Perrin,4,13
5978,RIKEN Center for Developmental Biology,4,13
5656,University of the Americas,4,13
3032,Council for Scientific and Industrial Research,4,13
3282,Showa University,4,13
3452,Portland State University,4,13
5009,Rice Research Institute,4,13
5007,Federal University of Uberlândia,4,13
4814,National Institute of Immunology,4,13
5575,University of Greenwich,4,12
3049,Creighton University,4,12
1618,Qatar University,4,12
3899,Joint BioEnergy Institute,4,12
1940,Shanghai University,4,12
8283,Pacific Northwest Diabetes Research Institute,4,12
5936,Joint Research Center,4,12
3415,National Chiao Tung University,4,11
380,Shenyang Agricultural University,4,11
5587,National Institute of Amazonian Research,4,11
82,Australian Animal Health Laboratory,4,11
1761,Brain Research UK,4,11
4816,Kunming University,4,11
4846,Tottori University,4,11
2872,Hunan Agricultural University,4,11
4292,Fukushima Medical University,4,11
4052,St Olav's University Hospital,4,11
2220,Pontificia Universidad Católica del Ecuador,4,11
3631,Central Michigan University,4,11
2959,Complete Genomics (United States),4,11
905,Austin Health,4,11
4396,Shinshu University,4,11
2204,University of Massachusetts Boston,4,11
4745,University of San Diego,4,11
2727,University of La Réunion,4,11
6,Paracelsus Medical University,4,11
1799,Brock University,4,11
4869,Kwansei Gakuin University,4,11
3974,Shahjalal University of Science and Technology,4,11
3837,University of Waikato,4,11
589,Anglia Ruskin University,4,11
311,The Nature Conservancy,4,11
4908,Leeds Teaching Hospitals NHS Trust,4,10
3886,Shiv Nadar University,4,10
5699,Max Planck Institute for Mathematics in the Sciences,4,10
1122,Beijing National Laboratory for Molecular Sciences,4,10
5222,Nippon Telegraph and Telephone (Japan),4,10
786,Universidad Autónoma Metropolitana,4,10
2077,Simula Research Laboratory,4,10
799,Ariel University,4,10
5099,Max Planck Institute for Polymer Research,4,10
5288,Laureate Institute for Brain Research,4,10
5092,University of Bradford,4,10
5145,Saga University,4,10
2046,University of Extremadura,4,10
5138,Southern Illinois University Edwardsville,4,10
3986,LS Plant Breeding (United Kingdom),4,10
6298,International Centre for Theoretical Physics,4,10
819,Loughborough University,4,9
5441,Fundação Getulio Vargas,4,9
1979,University of Madras,4,9
2804,Institute for Complex Systems,4,9
4791,National Eye Institute,4,9
6615,Max Planck Institute for Demographic Research,4,9
4439,Tianjin Medical University Cancer Institute and Hospital,4,9
2315,Brain and Cognition Research Center,4,9
2443,Centro de Investigación Biomédica en Red Diabetes y Enfermedades Metabólicas Asociadas,4,9
2342,Translational Health Science and Technology Institute,4,9
1237,National Institute for Environmental Studies,4,9
2702,Chuo University,4,9
2913,Northeast Forestry University,4,9
4108,Nova Southeastern University,4,9
3543,Kaohsiung Medical University,4,9
2597,National Research Centre,4,9
240,University of Navarra,4,9
1580,University of Puerto Rico at Mayagüez,4,9
2865,Dalian Medical University,4,9
527,Ames Research Center,4,9
3290,Dongguk University,4,8
3305,University of Jaén,4,8
641,Federal University of Paraíba,4,8
3411,University of Huddersfield,4,8
2215,Reproductive Science Center,4,8
1915,Cocoa Research Institute of Ghana,4,8
1303,North Eastern Hill University,4,8
6975,Helmholtz Institute for RNA-based Infection Research,4,8
1103,Beijing University of Chemical Technology,4,8
7202,Senckenberg Nature Research Society,4,8
1029,Shiraz University of Medical Sciences,4,8
3843,Kwame Nkrumah University of Science and Technology,4,8
4118,University of Salento,4,8
4938,Kyoto Sangyo University,4,8
2934,Gansu Agricultural University,4,8
3057,Shandong Academy of Agricultural Sciences,4,8
5245,Universidad Autónoma de Nuevo León,4,8
5196,National Audubon Society,4,8
3182,Institut de Ciències del Mar,4,8
351,Agricultural Genomics Institute at Shenzhen,4,7
3434,St. John's University,4,7
562,Mekelle University,4,7
5188,Moorfields Eye Hospital NHS Foundation Trust,4,7
1669,BioTechMed-Graz,4,7
8245,Laboratory of Theoretical Biochemistry,4,7
3395,University of Zimbabwe,4,7
8850,IMT Institute for Advanced Studies Lucca,4,7
4843,Institut de Biologie Structurale,4,7
6763,University of Technology,4,7
3206,National University of Quilmes,4,7
9699,Environmental Earth Sciences,4,7
5120,MRC Unit for Lifelong Health and Ageing,4,7
3260,University of Kassel,4,7
5217,Pontificial Catholic University of Valparaiso,4,7
3818,San Jose State University,4,7
3521,University of Richmond,4,7
338,Agricultural Biotechnology Institute,4,7
2478,Centro de Edafología y Biología Aplicada del Segura,4,7
5152,National Institutes for Food and Drug Control,4,7
5197,Guiyang Medical University,4,7
5214,Swiss Ornithological Institute,4,6
1869,"California State University, San Marcos",4,6
4966,Madurai Kamaraj University,4,6
754,Arba Minch University,4,6
5766,Hochschule Mittweida,4,6
5776,National Science Foundation,4,6
7438,Shanghai East Hospital,4,6
3675,National Institute of Biology,4,6
4473,Iwate University,4,6
5389,Wellcome Centre for Cell Biology,4,6
8799,Human Genetics Foundation,4,6
2212,MRC Centre for Regenerative Medicine,4,6
3772,Saint Peter's University,4,6
5949,Biochemistry Laboratory,4,6
5073,National Agri-Food Biotechnology Institute,4,6
3437,University of Alabama in Huntsville,4,6
417,Institut de Neurobiologie de la Méditerranée,4,6
7017,Fatima Jinnah Women University,4,5
2495,Universidad Autónoma del Estado de Morelos,4,5
4223,Kennesaw State University,4,5
7132,Servicio Gallego de Salud,4,5
1107,Beijing Computational Science Research Center,4,5
5498,Evolution des Régulations Endocriniennes,4,5
2779,Instituto Nacional de las Mujeres,4,5
5386,University of Massachusetts Dartmouth,4,5
5384,University of Colorado Colorado Springs,4,5
5060,University of Northern Colorado,4,5
468,Aligarh Muslim University,4,5
3646,German Diabetes Center - Leibniz Institute for Diabetes Research at Heinrich Heine University Düsseldorf,4,5
4356,Bispebjerg Hospital,4,5
5956,Presidency University,4,4
8244,National Center for Theoretical Sciences,4,4
9947,University of Northwestern,4,4
4218,Izmir Institute of Technology,4,4
2829,"Unité Evolution, Ecologie et Paléontologie",4,4
2521,Centro Medico Nacional Siglo XXI,4,4
4350,Peking University Cancer Hospital,4,4
6658,Daegu National University of Education,4,4
707,University of Fort Hare,4,4
967,Statens Serum Institut,3,61
3786,National Institute for Health and Welfare,3,61
4767,Lieber Institute for Brain Development,3,58
4578,Max Planck Institute of Psychiatry,3,50
2369,"Oxford Centre for Diabetes, Endocrinology and Metabolism",3,41
1948,Cardiovascular Research Center,3,38
1752,Royal Children's Hospital,3,38
1221,University of Genoa,3,36
1901,National Center for Tumor Diseases,3,36
4840,Wellcome Trust,3,33
2407,University Hospital of Lausanne,3,32
834,Bilkent University,3,30
975,Baker IDI Heart and Diabetes Institute,3,28
5799,Harvard–MIT Division of Health Sciences and Technology,3,28
4925,Mind Research Network,3,28
2132,National Jewish Health,3,27
1921,Ottawa Hospital,3,26
817,Hospital for Special Surgery,3,26
5701,Vita-Salute San Raffaele University,3,26
5055,Ninewells Hospital,3,26
609,University of Ghana,3,25
5272,Scripps Institution of Oceanography,3,24
460,Alfred Hospital,3,23
2223,Jena University Hospital,3,23
5459,SASTRA University,3,23
3921,Erasmus University Rotterdam,3,22
5232,Universita della Svizzera Italiana,3,22
55,Aristotle University of Thessaloniki,3,22
2769,Max Planck Institute for Experimental Medicine,3,21
4807,National Institute for Basic Biology,3,21
5117,Heinrich-Pette-Institute,3,20
2788,University of Belgrade,3,20
3690,Universidade Federal de Pelotas,3,20
2041,Danish Cancer Society,3,19
3077,Khon Kaen University,3,19
718,Cayetano Heredia University,3,19
4061,University of Brescia,3,19
5612,Signal Processing (United States),3,19
2848,Northwell Health,3,18
4464,Pohang University of Science and Technology,3,18
2962,Ross University School of Medicine,3,17
375,Agroecology,3,17
1236,Wyoming State Library,3,17
1593,Del Rosario University,3,17
4235,Leibniz-Forschungsinstitut für Molekulare Pharmakologie,3,17
583,University Hospital of Geneva,3,17
2133,Kennedy Krieger Institute,3,17
4048,Luxembourg Institute of Health,3,17
2410,Fondazione Edmund Mach,3,16
2337,University of Dhaka,3,16
385,Agroscope,3,16
3707,Roswell Park Cancer Institute,3,16
4232,Rowe Neurology Institute,3,16
315,JB Life Sciences,3,16
3267,"University of Campania ""Luigi Vanvitelli""",3,16
2217,Universidade Federal do Ceará,3,16
551,Institut Pasteur de Montevideo,3,16
936,Biogem,3,16
5201,University of the Southern Caribbean,3,16
4788,Oxford Nanopore Technologies (United Kingdom),3,16
788,University of Malaga,3,16
4364,Instituto de Investigación Biosanitaria,3,16
4303,Great Ormond Street Hospital for Children NHS Foundation Trust,3,15
2353,Royal Free Hospital,3,15
1304,Public Health Agency of Canada,3,15
7403,State Key Laboratory of Plant Genomics,3,15
3073,CSIRO Health and Biosecurity,3,15
4824,University of Hyogo,3,15
4800,Japan Agency for Marine-Earth Science and Technology,3,15
6300,Leibniz Institute of Photonic Technology,3,15
1908,Cancer Institute,3,15
2122,Markey Cancer Center,3,14
1485,Royal Astronomical Society,3,14
3183,University of Lleida,3,14
3454,University of Ostrava,3,14
2519,International Maize and Wheat Improvement Center,3,14
4969,Victoria University of Wellington,3,14
109,Roscoff Marine Station,3,14
1905,London Cancer,3,14
3309,Konkuk University,3,14
4234,Gunma University,3,14
5996,Universidade Colinas de Boé,3,13
2622,Jewish General Hospital,3,13
5390,Hull York Medical School,3,13
4878,Nottingham Trent University,3,13
5131,Stazione Zoologica Anton Dohrn,3,12
2038,National Institute of Dental and Craniofacial Research,3,12
1818,Budapest University of Technology and Economics,3,12
5277,Universidad Veracruzana,3,12
3533,University of Twente,3,12
7940,École Normale Supérieure Paris-Saclay,3,12
2475,Instituto Nacional de Investigación y Tecnología Agraria y Alimentaria,3,12
3700,St James's University Hospital,3,12
1505,Shahid Beheshti University of Medical Sciences,3,12
1982,Guangzhou Institutes of Biomedicine and Health,3,12
6105,The Wallace H. Coulter Department of Biomedical Engineering,3,12
4182,Pusan National University,3,12
4313,University of Iowa Hospitals and Clinics,3,12
7024,Queen Elizabeth Hospital,3,12
5909,Mind,3,12
6179,Parker Institute for Cancer Immunotherapy,3,12
67,University of Winnipeg,3,12
4847,Rio de Janeiro State University,3,12
4078,Seoul National University Bundang Hospital,3,12
539,Amsterdam Institute for Global Health and Development,3,11
3014,Cancer Genomics Centre,3,11
4742,Kansas City University of Medicine and Biosciences,3,11
2993,VA Connecticut Healthcare System,3,11
4504,Warneford Hospital,3,11
4474,University of Hannover,3,11
5982,Open University of Catalonia,3,11
4670,King Faisal Specialist Hospital & Research Centre,3,11
277,KIIT University,3,11
1239,Bioversity International,3,11
4269,Paris 13 University,3,11
4749,VNU University of Science,3,11
5207,Institut Jean Pierre Bourgin,3,11
5164,Estonian Biocentre,3,11
5122,Singapore Eye Research Institute,3,11
3306,Université de Yaoundé I,3,11
5121,University of California San Francisco Medical Center,3,11
4760,University of the Ryukyus,3,11
5468,Wisconsin Institutes for Discovery,3,11
1918,Cancer Research UK Cambridge Institute,3,11
5128,University of East London,3,11
1185,Max Planck Institute for Molecular Biomedicine,3,11
4982,Sun Yat-sen University Cancer Center,3,10
4100,University of Roehampton,3,10
3717,Royal North Shore Hospital,3,10
5271,Ligue Nationale Contre le Cancer,3,10
9074,Pierre-Gilles de Gennes Institute,3,10
5069,Centre for Inflammation Research,3,10
3491,Occidental College,3,10
21,Johannes Kepler University of Linz,3,10
9538,Oxford Biomedical Research,3,10
865,Star Technology and Research (United States),3,10
5019,New York University Abu Dhabi,3,10
9383,Max Planck Institute for Metabolism Research,3,10
374,"Institute for Genetics, Environment and Plant Protection",3,10
2258,Universidade Federal de Santa Maria,3,10
3249,University of the Balearic Islands,3,10
1662,Studieförbundet Näringsliv och Samhälle,3,10
1274,Federal University of Bahia,3,10
5493,University of Udine,3,10
10689,Health Research,3,10
1256,Oniris,3,10
7363,Hindu Rao Hospital,3,10
4872,Pioneer Hi-Bred,3,10
1995,Catholic University of Korea,3,10
532,Amity University,3,9
4663,Nagoya City University,3,9
5305,Max Planck Institute for Intelligent Systems,3,9
657,Grand Valley State University,3,9
3217,National University of Tucumán,3,9
4290,National Neuroscience Institute,3,9
1718,Boğaziçi University,3,9
4009,Revmatologický ústav,3,9
5260,University of Zambia,3,9
3871,Fukuoka University,3,9
3159,Reykjavík University,3,9
3104,Daegu Gyeongbuk Institute of Science and Technology,3,9
3320,University of Peradeniya,3,9
616,Evolution Institute,3,9
6192,Canadian Forest Service,3,9
734,University of the West of England,3,9
4972,University of Louisiana at Lafayette,3,9
4445,Distance State University,3,9
2380,University of Brighton,3,9
1100,Third Military Medical University,3,9
6980,EMBL Australia,3,9
3284,Nippon Medical School,3,9
696,Hôpital Saint-Louis,3,9
2910,Hunan Normal University,3,9
5014,Shanghai Institute of Organic Chemistry,3,9
724,École Normale Supérieure,3,9
5003,Medical Research Council The Gambia Unit,3,9
3754,"University of Minnesota, Duluth",3,9
674,Vellore Institute of Technology University,3,8
5130,TU Wien,3,8
4090,Gakushuin University,3,8
4997,Indian Agricultural Research Institute,3,8
5077,National Physical Laboratory,3,8
3460,Jimma University,3,8
2145,Loma Linda University,3,8
5024,Imagine Institute for Genetic Diseases,3,8
5900,Institute for high performance computing and networking,3,8
2270,Tribhuvan University,3,8
2449,Centre International de Recherches Médicales de Franceville,3,8
6206,Buckingham Browne & Nichols,3,8
6220,Singapore Centre for Environmental Life Sciences Engineering,3,8
5708,University of California San Diego Medical Center,3,8
293,Genetic Improvement and Adaptation of Mediterranean and Tropical Plants,3,8
5653,Ecologie des Forêts Méditerranéennes,3,8
2594,Federico Santa María Technical University,3,8
4250,University Hospital Regensburg,3,8
4252,Winston-Salem State University,3,8
2803,Institute for Sustainable Plant Protection,3,8
5427,Institut de Mathématiques de Bordeaux,3,8
842,Starlab Barcelona Sl,3,8
8191,Public Health Department,3,8
6433,Zhejiang A & F University,3,8
5275,VTT Technical Research Centre of Finland,3,8
5202,Environmental Protection Agency,3,8
4971,Osaka Prefecture University,3,8
6805,Génétique Physiologie et Systèmes d'Elevage,3,7
1757,First Affiliated Hospital of Hebei Medical University,3,7
921,University of Canberra,3,7
4617,University of Venda,3,7
9621,Nuffield Orthopaedic Centre,3,7
1646,Istituto di Biofisica,3,7
3654,Qingdao Municipal Hospital,3,7
1228,Biochemistry and Plant Molecular Physiology,3,7
4172,Loyola University Medical Center,3,7
3289,Radboud University Nijmegen Medical Centre,3,7
5096,Eastern Virginia Medical School,3,7
564,A N Bach Institute of Biochemistry,3,7
363,Kangwon National University,3,7
4025,First Affiliated Hospital of Xi'an Jiaotong University,3,7
1576,Queens University of Charlotte,3,7
6884,European Brain Research Institute,3,7
6919,Roland Institute of Pharmaceutical Sciences,3,7
6480,Unité de Glycobiologie Structurale et Fonctionnelle,3,7
665,Severtsov Institute of Ecology and Evolution,3,7
885,Atlanta VA Medical Center,3,7
5191,Westlake Institute for Advanced Study,3,7
6685,Michigan Institute for Neurological Disorders,3,7
3689,"Palacký University, Olomouc",3,7
4372,Queen Elizabeth Central Hospital,3,7
2325,Hôpitaux Universitaires de Strasbourg,3,7
8288,Oxford Health NHS Foundation Trust,3,6
3367,Yamagata University,3,6
3696,Royan Institute,3,6
4140,China Medical University Hospital,3,6
5634,"Indian Institute of Science Education and Research, Thiruvananthapuram",3,6
5683,Universiti Brunei Darussalam,3,6
6030,University of Silesia,3,6
289,World Agroforestry Centre,3,6
2661,Chinese Academy of Forestry,3,6
1803,"The Graduate Center, CUNY",3,6
1677,Lakehead University,3,6
7352,First Affiliated Hospital of Jinan University,3,6
1220,Central Drug Research Institute,3,6
7384,James Cancer Hospital,3,6
2733,Technology Applications (United States),3,6
5478,Sylvester Comprehensive Cancer Center,3,6
5474,Chouaib Doukkali University,3,6
4868,Keck Graduate Institute,3,6
2313,Centre de Recerca en Sanitat Animal,3,6
4260,Fujian Medical University,3,6
4927,Tokyo University of Marine Science and Technology,3,6
1910,Cancer Registry of Norway,3,6
2886,Shihezi University,3,6
2222,Centro de Estudios Científicos,3,6
2909,Hebei University,3,6
836,Ashoka University,3,6
3655,First Affiliated Hospital of Wenzhou Medical University,3,6
3735,Life Science Institute,3,6
3730,Zunyi Medical University,3,6
4082,University of Utah Health Care,3,6
9679,Microbial Ecology,3,6
3721,Second Affiliated Hospital of Nanchang University,3,6
9075,Pierre Louis Institute of Epidemiology and Public Health,3,6
6081,Research Institute for Bioscience and Biotechnology,3,5
1731,Robert Bosch (China),3,5
6295,Interdisciplinary Center Herzliya,3,5
5980,Tamagawa University,3,5
